radeg,raerr,decdeg,decerr,number_of_Obs,Johnson_V,Verr,Johnson_B,B_err,Sloan_g,gerr,Sloan_r,r_err,Sloan_i,i_err
306.080819,0.747,19.799952,0.609,3,14.203,0.091,14.607,0.098,14.734,0.474,13.984,0.042,14.102,0.277
306.083929,0.882,19.941609,1.075,2,15.289,0.085,16.163,0.147,16.402,0,14.883,0,NA,NA
306.084027,1.082,19.844933,0.663,3,15.009,0.143,15.551,0.017,15.318,0.245,14.77,0,14.777,0
306.086631,1.214,19.978706,1.195,3,14.907,0,16.099,0,15.996,0.391,14.431,0.042,NA,NA
306.087399,0.953,19.947844,1.206,2,14.856,0.017,15.754,0.037,15.622,0.609,14.459,0,14.371,0
306.088889,0.374,19.956658,1.154,2,14.826,0,15.972,0,16.122,-0.076,14.384,0,NA,NA
306.089905,1.112,19.826375,0.458,4,13.965,0.039,14.743,0.139,14.748,0.399,13.666,0.023,13.675,0.122
306.090161,1.547,19.994092,0.878,2,15.528,0,16.516,-0.181,15.827,0,15.423,0,15.173,0
306.094937,0.636,19.916048,0.579,4,14.138,0.114,14.827,0.179,14.574,0.354,13.84,0.1,13.736,0.121
306.100065,0.526,19.858955,0.522,4,12.69,0.036,13.235,0.09,13.106,0.371,12.565,0.078,12.515,0.117
306.10158,0.484,19.83131,0.372,2,14.942,0.033,16.047,0.058,16.242,0,14.507,0,NA,NA
306.103598,0.729,19.81072,0.496,2,15.638,0.071,16.165,0.022,NA,NA,NA,NA,NA,NA
306.106512,0.531,19.98819,0.529,3,12.78,0.032,13.963,0.081,14.123,0,12.383,0.188,12.093,0
306.106591,0.396,19.988029,1.556,2,12.769,0.058,14.121,0.042,13.406,0.091,12.316,0,11.945,0.11
306.109267,1.078,19.95772,0.739,2,14.817,0.094,15.447,0.023,15.447,0.573,14.551,0.032,14.376,0
306.116517,0.445,19.816029,0.308,3,13.673,0.037,14.817,0.019,14.704,0.492,13.254,0.056,12.936,0.082
306.117355,0.914,19.918341,0.503,2,15.314,0.096,15.684,0.061,16.17,0,14.959,0,NA,NA
306.117446,0.534,19.935314,0.643,4,13.232,0.041,13.826,0.021,13.804,0.382,13.034,0.079,12.933,0.148
306.117524,1.171,19.945277,0.781,2,15.431,0.124,16.137,0.065,15.677,0,15.078,0,14.858,0
306.128764,0.371,19.818164,0.468,4,12.697,0.033,13.148,0.076,13.143,0.397,12.575,0.067,12.591,0.082
306.132994,0.742,19.924885,0.395,3,14.406,0.128,15.343,0.211,15.056,0.408,14.017,0.091,13.917,0.155
306.133151,0.742,19.859603,0.95,2,13.529,0,14.814,-0.038,14.611,0.426,12.871,0.05,12.008,0.018
306.134168,1.136,19.840723,0.382,3,13.969,0.037,14.62,0.19,14.922,0,13.783,0,13.818,0
306.134569,0.293,19.832022,0.184,4,11.651,0.028,12.541,0.067,12.31,0.406,11.341,0.082,11.151,0.076
306.135156,0.426,19.913155,0.7,2,14.754,0.059,15.819,0.048,16.061,0,14.308,0,NA,NA
306.135381,0.563,19.940296,0.47,2,13.945,0.03,14.573,0.032,15.019,0,13.681,0,13.733,0
306.141396,0.392,19.957272,0.321,4,12.611,0.049,13.578,0.087,13.249,0.359,12.257,0.106,12.012,0.083
306.146108,0.638,19.973596,0.562,3,13.879,0.037,15.192,0.237,14.761,0.425,13.389,0.034,13.142,0.019
306.148421,0.325,19.832936,0.153,4,10.965,0.029,11.17,0.072,11.212,0.356,10.927,0.046,11.045,0.086
306.148603,0.455,19.91124,0.432,2,15.235,0.039,15.877,0.042,NA,NA,NA,NA,NA,NA
306.149608,0.577,19.931827,0.794,2,15.26,0.163,16.001,0.092,15.879,0.528,14.909,0,NA,NA
306.153885,0.669,19.900807,0.815,4,13.54,0.076,14.085,0.103,13.921,0.354,13.325,0.092,13.236,0.18
306.153972,0.854,19.889641,0.904,3,14.183,0.06,14.747,0.015,14.688,0.422,13.956,0,13.904,0.006
306.158095,0.737,19.988554,0.833,2,14.899,0.047,15.548,0.045,15.444,0.518,14.748,0,14.589,0
306.159494,1.606,19.869438,0.391,2,15.611,0,16.236,-0.141,16.453,0,15.162,0,NA,NA
306.161304,0.635,19.844172,1.05,3,14.543,0.035,15.618,0,15.058,0,14.317,0,13.838,0
306.162097,0.538,19.98243,0.536,3,13.868,0.046,14.528,0.054,14.451,0.418,13.593,0.032,13.516,0.032
306.163284,0.535,19.998757,0.731,4,14.201,0,14.794,0.038,14.771,0.386,13.957,0.135,13.754,0
306.163835,0.371,19.881361,0.268,4,11.785,0.029,12.312,0.073,12.185,0.371,11.618,0.075,11.596,0.082
306.172436,1.159,19.870448,0.97,2,15.143,0.06,16.092,0.098,15.954,0.635,14.609,0.078,14.217,0
306.17509,1.046,19.939563,1.116,2,15.658,0.018,16.281,-0.152,15.917,0,NA,NA,NA,NA
306.180936,0.286,19.828718,0.127,4,10.602,0.033,11.196,0.067,11.08,0.34,10.386,0.06,10.339,0.067
306.18454,0.558,19.857898,1.216,2,15.094,0,15.691,-0.041,15.753,0,14.792,0,NA,NA
306.1851,0.603,19.871807,0.805,3,14.133,0.008,14.89,0.006,14.937,0.369,13.843,0.034,13.807,0.059
306.191775,0.543,19.922607,0.538,2,15.192,0.062,16.152,0.125,16.507,0,14.812,0,NA,NA
306.195886,1.219,19.988349,1.455,2,15.064,0.04,15.626,0,15.715,0.592,14.818,0.051,14.638,0
306.199489,0.901,19.949396,0.594,3,14.159,0,14.758,0,14.73,0.401,14.004,0.031,13.921,0.056
306.200306,0.986,19.962618,0.728,4,13.688,0.053,14.302,0.124,14.178,0.371,13.517,0.087,13.405,0.088
306.200324,0.475,19.834685,1.52,2,15.534,0,16.26,0,16.662,-0.121,NA,NA,NA,NA
306.201931,0.939,19.914097,0.489,2,15.052,0.071,15.803,0.006,15.828,0.579,14.723,0,14.743,0
306.204163,0.974,19.923072,1.159,2,15.036,0,16.01,-0.117,15.838,0.638,14.563,0.035,14.261,0
306.206594,0.79,19.825882,0.587,4,13.714,0.038,14.515,0.03,14.316,0.348,13.368,0.06,13.265,0.083
306.209941,0.33,19.886742,0.851,2,14.682,0,15.883,0,15.663,0.623,14.117,0,13.781,0
306.215634,1.052,19.97837,0.838,3,14.548,0.036,15.423,0.11,15.678,0,14.19,0,NA,NA
306.2163,1.005,19.95356,0.976,2,14.605,0.01,15.872,0.027,15.567,0.535,14.212,0.008,13.839,0
306.216324,0.985,19.929432,0.366,2,15.533,0,16.696,0,NA,NA,15.064,-0.071,NA,NA
306.219723,0.395,19.874394,1.242,2,15.423,0.083,15.977,0.014,NA,NA,NA,NA,NA,NA
306.222638,0.626,19.859841,0.534,3,14.373,0.035,15.037,0.166,15.035,0.592,14.174,0,14.185,0.069
306.222848,0.599,19.921266,0.825,2,15.366,0.012,15.938,0.195,NA,NA,NA,NA,NA,NA
306.227742,1.079,19.998346,1.389,3,15.04,0,16.053,0,15.776,0.413,14.566,0.089,14.382,0
306.235527,1.011,19.972947,0.676,4,13.871,0.025,14.84,0.248,14.594,0.382,13.503,0.109,13.11,0.067
306.238152,0.989,19.870025,0.91,2,15.399,0.027,16.278,0.051,15.751,0,15.35,0,NA,NA
306.24344,0.293,19.926083,0.308,2,14.107,0.029,14.73,0.014,14.741,0.515,13.826,0,13.839,0.1
306.243949,0.93,19.953706,0.946,4,14.22,0.017,14.942,0.006,14.803,0.353,13.979,0.072,13.916,0.036
306.245368,0.802,19.933613,0.565,4,13.648,0.024,14.345,0.188,14.158,0.337,13.453,0.064,13.35,0.12
306.245372,1.124,19.939599,0.626,2,14.653,0.084,16.07,0.129,15.728,0.416,14.006,0.057,13.556,0.018
306.247622,0.367,19.864129,1.355,3,13.326,0,14.002,0,14.102,0.391,13.059,0.043,13.086,0
306.249524,0.778,19.831947,0.757,2,15.43,0.136,16.098,0.212,16.042,0.579,15.085,0,NA,NA
306.250813,0.889,19.98336,0.474,2,13.611,0.031,14.397,0.011,14.338,0.553,13.29,0.063,13.163,0.104
306.263098,0.859,19.864809,1.358,3,14.802,0.106,15.432,0.166,15.333,0.528,14.57,0.069,14.509,0
306.27331,0.694,19.864802,0.824,4,14.115,0.043,15.581,0.394,15.026,0.415,13.574,0.05,13.244,0.104
306.275393,0.91,19.922104,0.536,3,13.993,0.04,15.019,0.134,14.785,0.378,13.619,0.049,13.387,0.079
306.279156,0.63,19.958024,0.285,4,11.727,0.042,13.392,0.096,12.719,0.381,11.091,0.101,10.408,0.06
306.29024,0.708,19.85223,0.756,4,12.535,0.031,13.12,0.104,12.951,0.38,12.392,0.052,12.344,0.09
306.29033,0.897,19.912504,0.525,4,13.472,0.023,14.719,0.051,14.284,0.359,13.05,0.076,12.739,0.099
306.293249,0.667,19.940043,0.292,4,11.008,0.03,11.342,0.061,11.334,0.341,10.926,0.055,10.989,0.075
306.299398,0.96,19.905683,0.29,4,12.894,0.028,14.212,0.103,13.73,0.363,12.432,0.108,12.102,0.044
306.300347,0.655,19.850475,0.216,4,11.485,0.033,12.529,0.084,12.148,0.363,11.13,0.077,10.896,0.071
306.307537,1.102,19.865907,0.453,2,14.529,0,15.292,-0.03,15.156,0,14.146,0,NA,NA
306.311114,0.602,19.907941,0.254,4,11.465,0.033,11.933,0.082,11.845,0.361,11.335,0.056,11.326,0.081
306.311565,1.227,19.977438,0.599,2,14.997,0.035,15.596,0.023,15.235,0,14.851,0,14.605,0
306.314689,0.879,19.888939,0.713,2,15.142,0.069,15.787,0.053,15.416,0,15,0,14.708,0
306.31561,0.929,19.916361,0.849,2,14.291,0.008,15.051,0.06,14.998,0.519,14.018,0.014,14.004,0.192
306.318135,0.99,19.901905,0.763,2,14.556,0.037,15.297,0.031,15.247,0.61,14.321,0.026,14.207,0
306.321239,0.934,19.966268,0.718,4,14.21,0.046,14.89,0.094,14.775,0.405,13.974,0.031,13.835,0.057
306.323045,0.755,19.924922,0.711,3,14.317,0.046,15.02,0.012,14.95,0.428,14.016,0.058,13.961,0.051
306.327679,0.829,19.874197,0.78,2,14.961,0.056,15.597,0.025,15.599,0.525,14.677,0.01,14.689,0
306.329807,0.615,19.900446,0.24,4,10.847,0.026,10.902,0.061,11.047,0.327,10.939,0.041,11.179,0.073
306.330256,0.383,19.995443,0.934,2,16.118,0.051,16.701,0.081,NA,NA,NA,NA,NA,NA
306.340995,1.133,19.983263,0.891,2,14.626,0.062,15.409,0.095,15.319,0.462,14.353,0.015,14.243,0
306.350399,0.928,19.898044,0.742,2,14.774,0.079,15.771,0.113,15.572,0.484,14.366,0.027,14.123,0
306.350634,1.026,19.879363,0.728,2,15.43,0,16.145,0,16.498,-0.111,15.134,0,NA,NA
306.353861,0.536,19.924956,0.375,4,11.432,0.039,13.071,0.116,12.409,0.361,10.816,0.104,10.161,0.064
306.356557,0.823,19.907333,0.758,2,14.287,0.033,15.517,0.006,15.273,0.579,13.854,0.067,13.485,0.046
306.358519,0.816,19.996001,0.381,4,12.161,0.093,12.601,0.077,12.606,0.435,12.104,0.04,12.156,0.096
306.360026,0.996,19.98376,0.612,4,13.7,0.024,14.719,0.125,14.385,0.376,13.28,0.045,13.072,0.097
306.360294,0.825,19.93431,1.069,3,15.055,0,15.972,0,15.902,0.49,14.834,0.132,14.489,0
306.369062,0.458,19.902466,0.655,2,14.465,0.06,15.332,0.03,15.224,0.599,14.017,0,13.764,0
306.369745,0.744,19.932042,0.621,4,12.939,0.058,14.241,0.121,13.73,0.366,12.468,0.082,12.109,0.079
306.373791,1.354,19.892427,0.654,2,15.258,0,16.149,-0.131,15.789,0,NA,NA,NA,NA
306.375422,0.79,19.898169,0.551,3,14.672,0.015,15.702,0.017,15.355,0.454,14.289,0.037,13.994,0
306.381442,1.253,19.933494,0.71,2,15.338,0,16.739,-0.227,16.327,0.542,14.935,0.028,14.687,0
306.384129,0.775,19.983561,0.358,4,13.558,0.042,14.485,0.101,14.189,0.375,13.172,0.053,12.903,0.104
306.384932,1.706,19.944422,0.982,2,15.763,0.102,16.495,0.149,16.114,0,NA,NA,15.663,0
306.386729,0.777,19.964496,0.725,3,14.281,0.034,15.133,0.037,14.984,0.358,14.007,0.049,13.973,0.125
306.394271,0.901,19.964489,0.753,2,15.193,0,16.017,0,15.946,0.574,14.995,0.05,14.847,0
306.395212,0.61,19.993271,1.168,3,14.774,0.197,15.989,0.368,15.716,0.505,14.717,0.012,14.54,0
306.397876,0.787,19.913911,0.589,4,13.569,0.027,14.261,0.137,14.051,0.376,13.372,0.059,13.266,0.071
306.401383,1.65,19.920772,0.508,2,15.513,0.126,16.27,-0.15,15.84,0,NA,NA,14.959,0
306.4074,0.625,19.931823,0.6,4,14.117,0.063,14.886,0.146,14.642,0.365,13.785,0.09,13.557,0.058
306.4103,1.064,19.952783,0.631,2,15.18,0.025,15.8,0.033,15.799,0.508,14.865,0.037,14.847,0
306.418658,0.567,19.909556,0.259,4,12.336,0.031,13.484,0.088,13.049,0.381,11.953,0.081,11.602,0.05
306.439731,0.811,19.995318,0.649,3,14.21,0.047,15.423,0.081,15.067,0.411,13.759,0.071,13.468,0.178
306.450246,0.869,19.938651,0.805,3,14.348,0.023,15.018,0.121,14.901,0.41,14.065,0.068,14.056,0.154
306.450934,0.728,19.926606,0.708,4,13.951,0.071,14.656,0.081,14.49,0.348,13.701,0.067,13.541,0.108
306.457997,1.096,19.956023,1.167,2,15.153,0.008,15.898,0.126,15.462,0,14.96,0,14.551,0
306.458505,0.602,19.963067,0.599,3,14.065,0.032,15.867,0.127,15.222,0.402,13.41,0.075,12.48,0.049
306.471036,0.742,19.956757,0.446,3,13.916,0.031,14.635,0.138,14.488,0.366,13.687,0.031,13.645,0.119
306.485502,0.839,19.981285,0.835,2,14.872,0.024,15.601,0.025,15.618,0.553,14.584,0.095,14.455,0
306.493261,0.964,19.994934,0.501,4,14.057,0.039,14.714,0.087,14.551,0.414,13.759,0.095,13.754,0.135
306.501748,1.163,19.962372,0.765,3,14.626,0.021,15.966,0.006,15.681,0.415,14.178,0.114,13.82,0.104
